bodyname; position x; position y; position z
neptune; 24.380854213572004; -17.503086039032013; -0.2009263015071652
sun; 0.0025273747924941734; 0.0011213289022732967; -0.00011197749168047121
jupiter; 4.187685215894012; -2.786816172712774; -0.08218447519492997
saturn; -9.456775576034234; 0.73989052084115; 0.3635836372298473
uranus; 20.015661316349682; -1.7805687475254863; -0.2663310262623688
neptune; 24.68805440912549; -17.05808473192026; -0.2171466813636326
sun; 0.0021776608625646205; -0.00014384675745863945; -0.00010046019278762457
jupiter; 4.7420820392436696; -1.5338302969570121; -0.0997930955335875
saturn; -9.537590496792124; -0.2366510940267103; 0.38376196776611954
uranus; 20.061455298627042; -1.1237705065381924; -0.26449218455637075
neptune; 24.993553401530296; -16.59792348883849; -0.23363974071380286
sun; 0.0021673487730633333; 0.00011618870044895136; -0.00010345309479482862
jupiter; 4.950719216256289; -0.14029716079603807; -0.11024837174535895
saturn; -9.517397617631593; -1.2309519718539943; 0.40022812506383254
uranus; 20.08496305523648; -0.45199707718736826; -0.26230879103952565
neptune; 25.296720674491578; -16.12239978529725; -0.25039513148706133
sun; 0.0021326831719229175; -0.0012611914462780194; -9.801803011836042e-05
jupiter; 4.7683471483855095; 1.2918464414030215; -0.11211461831500959
saturn; -9.39195384305154; -2.231950615990639; 0.4126210750874787
uranus; 20.084707751338343; 0.23402390830910053; -0.2597644202381286
neptune; 25.596904594145506; -15.631325739565415; -0.2674017147582192
sun; 0.00246964955706997; -0.0009473978186973582; -0.0001084746093632593
jupiter; 4.183689046306657; 2.6436432647576074; -0.10464563105773556
saturn; -9.158244318719854; -3.227810566996251; 0.42061514119626725
uranus; 20.05920686546489; 0.9334653604599416; -0.2568429215252071
neptune; 25.893431803432215; -15.124529651476617; -0.28464752331788706
sun; 0.0027644370833529003; -0.0022271620800481434; -0.00011019460750106532
jupiter; 3.226116363385226; 3.7926313607583895; -0.08799020839079509
saturn; -8.814605872188341; -4.206043957675911; 0.42392725134494835
uranus; 20.00697698589237; 1.6453967628763275; -0.2535285017794359
neptune; 26.185607614365267; -14.60185728143812; -0.30211973942741044
sun; 0.003391294622146449; -0.0016454979273428487; -0.00012760760158944063
jupiter; 1.965977206887687; 4.628746678614255; -0.0632654679126902
saturn; -8.360814058967032; -5.1536647629756915; 0.4223228838822069
uranus; 19.926539218456703; 2.368777863545582; -0.2498058086274767
neptune; 26.472715520833077; -14.063173424744665; -0.3198046583352724
sun; 0.0038864663894048086; -0.0026366110099594665; -0.0001342862579552039
jupiter; 0.5076298610411885; 5.068954074956215; -0.03246175593390451
saturn; -7.798184626868052; -6.057338204749983; 0.4156228948016932
uranus; 19.816423884452856; 3.102455755712689; -0.24566002546526827
neptune; 26.75401784245998; -13.508363188555647; -0.33768766908758213
sun; 0.004614225587522175; -0.0016444277370024367; -0.0001549302291278721
jupiter; -1.0225363764114352; 5.067501514318849; 0.001782877861831851
saturn; -7.129625998152431; -6.9035458017870655; 0.40370826394420695
uranus; 19.6751775768588; 3.8451594262804454; -0.24107697641086764
neptune; 27.028755445617012; -12.937333749717919; -0.3557532186855008
sun; 0.00508152005585402; -0.002270654986351627; -0.00016170220648945396
jupiter; -2.4903553114950423; 4.619838415355589; 0.03648530525527335
saturn; -6.359719154238902; -7.678757767279081; 0.3865264635038977
uranus; 19.501369213815746; 4.595497480488623; -0.2360432338743019
